imagen,pregunta,opcion_a,opcion_b,opcion_c,respuesta_correcta
https://revista.dgt.es/Galerias/test/201702/T239P12.jpg,"12. La velocidad máxima genérica para una motocicleta en una carretera convencional con arcén pavimentado de más de 1,50 metros de ancho es de...",A.90 kilómetros por hora.,B.80 kilómetros por hora.,C.100 kilómetros por hora.,c
https://revista.dgt.es/Galerias/test/201702/T239P14.jpg,13. Al conducir bajo condiciones climatológicas adversas...,A.Es necesario descansar con más frecuencia.,B.Es menos probable que aparezca la fatiga.,C.No es necesario descansar.,a
https://revista.dgt.es/Galerias/test/201702/T239P11.jpg,"14. A la vista de la señal, ¿es obligatorio detenerse para dejar pasar a un vehículo que circula en sentido contrario?","A.No, porque la señal otorga prioridad de paso.","B.No, porque la señal no afecta a la prioridad de paso.","C.Sí, mientras no se pueda continuar la marcha sin obligar a detenerse a los vehículos que circulen en sentido contrario.",c
https://revista.dgt.es/Galerias/test/201702/T239P13.jpg,15. Esta señal indica el lugar a partir del cual...,"A.termina la obligación de circular, al menos, a 30 km/h.",B.comienza la obligación de circular a más de 30 km/h.,C.termina la recomendación de circular a más de 30 km/h.,a
https://revista.dgt.es/Galerias/test/N-241/Test241-P1.jpg,"1. Al rebasar al autobús, ¿qué peligro debe preverse?",A.Que puedan cruzar peatones ocultos por el propio autobús.,B.Que los viajeros bajen por la parte izquierda.,"C.Ninguno, no es una situación de riesgo.",a
https://revista.dgt.es/Galerias/test/N-241/Test241-P2.jpg,2. La marca amarilla en zig-zag indica el lugar de la calzada...,"A.donde no se puede estacionar, pero sí se puede parar.",B.reservado para el estacionamiento de autobuses.,"C.reservado para parada de autobús, no pudiendo parar otros vehículos.",a
https://revista.dgt.es/Galerias/test/N-241/Test241-P3.jpg,3. Las señales de obras...,A.establecen para los tramos de obras una reducción de la velocidad máxima en 10 km/h.,B.tienen distinto símbolo y tamaño que las usadas en tramos sin obras.,C.tienen el mismo significado que las usadas en tramos sin obras.,c
https://revista.dgt.es/Galerias/test/N-241/Test241-P5.jpg,4. El tiempo de reacción puede aumentar...,A.después de una comida ligera.,B.si usamos gafas graduadas.,C.después de una fuerte discusión.,c
https://revista.dgt.es/Galerias/test/N-241/Test241-P6.jpg,5. Fumar mientras se conduce...,A.está prohibido.,"B.es recomendable, porque ayuda a mantener la atención.","C.no es recomendable, porque puede afectar a la atención en la conducción.",c
https://revista.dgt.es/Galerias/test/N-241/Test241-P7.jpg,6. Conducir durante mucho tiempo sin descansar...,A.mantiene al conductor más atento ante cualquier peligro.,B.disminuye el riesgo de accidente.,C.propicia la aparición de la fatiga.,c
https://revista.dgt.es/Galerias/test/N-241/Test241-P8.jpg,"7. El reposacabezas, ¿cómo debe colocarse?",A.A la altura de cuello.,B.Lo más alto posible para que no moleste.,C.A la altura de la cabeza.,c
https://revista.dgt.es/Galerias/test/N-241/test241-P9.jpg,8. Hay hielo en la vía. ¿Qué debe hacer?,A.Circular con el pie en el embrague.,B.Circular a poca velocidad para no tener que frenar.,C.Circular pisando el freno intermitentemente.,b
https://revista.dgt.es/Galerias/test/N-241/Test241-P10.jpg,"9. La varilla del aceite del motor, ¿para qué sirve?",A.Para comprobar la temperatura del aceite.,B.Para comprobar el nivel del aceite.,C.Para comprobar la presión del aceite.,b
https://revista.dgt.es/Galerias/test/N-241/Test241-P11.jpg,10. Debido a un pinchazo sustituye una de las ruedas de su vehículo por la de uso temporal. ¿Cuántos kilómetros podrá circular en esas condiciones?,A.Tantos como sean necesarios siempre que dicha rueda no haya sido utilizada anteriormente.,"B.Los que recomiende, como máximo, cada fabricante, y circulando a la velocidad que se indica en dicha rueda.",C.No hay limitación de kilómetros porque se trata de una situación excepcional.,b
https://revista.dgt.es/Galerias/test/N-241/Test241-P12.jpg,11. Para circular de noche por una travesía. ¿Qué luces son obligatorias?,A.Las de posición y las cortas.,B.Las de posición y las largas.,C.Las de posición solamente.,a
https://revista.dgt.es/Galerias/test/N-241/Test241-P13.jpg,12. ¿A qué vehículos prohíbe pasar esta señal?,"A.A los vehículos que tienen más de 3,5 metros de anchura.",B.A los vehículos que tienen más de 3.500 kilogramos de peso.,"C.A los vehículos que tienen más de 3,5 metros de altura.",c
https://revista.dgt.es/Galerias/test/N-242/Test242-P1.jpg,"1. Cuando termine el adelantamiento, el vehículo adelantado deberá...","A.Circular igual que lo está haciendo, con la luz de largo alcance encendida.","B.Reducir la velocidad, obligatoriamente.",C.Cambiar la luz de largo alcance por la luz de cruce.,c
https://revista.dgt.es/Galerias/test/N-242/Test242-P2.jpg,"2. En esta vía, la velocidad mínima permitida a los turismos es de...",A.90 km/h,B.60 km/h,C.75 km/h,b
https://revista.dgt.es/Galerias/test/N-242/Test242-P3.jpg,3. Esta señal indica peligro ante la proximidad...,A.De un resalto o badén en el pavimento.,B.De un puente móvil.,C.De un muelle.,b
https://revista.dgt.es/Galerias/test/N-242/Test242-P4.jpg,"4. En un turismo, la carga puede sobresalir por su parte posterior...",A.Hasta un 5 por 100 de su longitud.,"B.Hasta un 10 por 100 de su longitud y, si la carga fuera indivisible hasta un 15 por 100.",C.No está permitido que sobresalga la carga del vehículo.,b
https://revista.dgt.es/Galerias/test/N-242/Test242-P5.jpg,5. ¿Qué síntomas nos avisan de que estamos fatigados?,A.La sensación de euforia.,B.Suele aumentar el número y la duración de los parpadeos y la visión puede volverse borrosa.,"C.No realizar movimientos en el asiento, ni cambios de postura.",b
https://revista.dgt.es/Galerias/test/N-242/Test242-P6.jpg,6. ¿Cuándo es obligatorio utilizar la luz de emergencia?,A.Cuando se inmovilice el vehículo en una autopista.,B.Cuando se reduzca la velocidad en carretera.,C.Cuando se estacione el vehículo en doble fila.,a
https://revista.dgt.es/Galerias/test/N-242/Test242-P7-2.jpg,7. Quiere adelantar a un ciclista que circula por el arcén; ¿qué distancia lateral debe dejar?,"A.Un metro, al menos.",B.Al menos metro y medio.,C.No importa la distancia porque circula por el arcén.,b
https://revista.dgt.es/Galerias/test/N-242/Test242-P8.jpg,8. Hay poca visibilidad por niebla. ¿Qué debe hacer?,A.Dejar más distancia de seguridad con el vehículo de delante.,B.Llevar el pie siempre en el pedal del freno.,C.Circular a la velocidad mínima de la vía.,a
https://revista.dgt.es/Galerias/test/N-242/Test242-P9.jpg,9. ¿Qué indica la flecha?,A.Que hay una curva a la derecha.,B.Que hay un carril de salida a la derecha.,C.Que me acerco a una línea continua.,c
https://revista.dgt.es/Galerias/test/N-242/Test242-P10.jpg,10. Necesita hacer una parada en una calle estrecha; ¿puede ocupar parte de la acera con su vehículo?,A.Sí.,B.No.,C.Solo si no hay señal que lo prohíba expresamente.,b
https://revista.dgt.es/Galerias/test/N-242/Test242-Preguntaextra.jpg,"11. Uno de los pasajeros del turismo que Vd. conduce no lleva puesto el cinturón de seguridad. Si un agente de la autoridad denuncia la infracción, ¿quién es el responsable?",A.El tomador del seguro.,B.El pasajero.,C.El conductor.,b
https://revista.dgt.es/Galerias/test/N-242/Test242-P12.jpg,"12. Los neumáticos, ¿cuándo hay que cambiarlos?","A.Cuando la profundidad del dibujo sea menor de 1,6 mm.",B.Cuando la profundidad del dibujo sea menor de 2 mm.,C.Cuando la profundidad del dibujo sea menor de 3 mm.,a
https://revista.dgt.es/Galerias/test/N-242/Test242-P13.jpg,13. ¿Qué es el tiempo  de reacción?,A.El tiempo que pasa desde que se empieza una maniobra hasta que se termina.,B.El tiempo que pasa desde que se arranca el vehículo hasta que se empieza a circular.,C.El tiempo que pasa desde que se ve un peligro hasta que se toma una decisión.,c
https://revista.dgt.es/Galerias/test/N-242/Test242-P14.jpg,"14. El hielo, la nieve, la calzada mojada y las obras, ¿de qué factor de riesgo forman parte?",A.Del factor humano.,B.Del factor vehículo.,C.Del factor vía y entorno.,c
https://revista.dgt.es/Galerias/test/N-242/Test242-P15.jpg,15. ¿El estrés puede alterar las capacidades para conducir con seguridad?,"A.No, en ningún caso.",B.Sí.,"C.No, porque no afecta a la conducción.",b
https://revista.dgt.es/Galerias/test/N-243/Test-243-Preg-01-Niebla.jpg,1. La luz antiniebla trasera deberá utilizarse en caso de...,A.Niebla espesa.,B.Circular de noche por una vía sin asfaltar.,C.Circular al anochecer por una vía sin arcén.,a
https://revista.dgt.es/Galerias/test/N-243/Test-243-Preg-02-R-306.jpg,2. ¿A qué vehículos prohíbe el adelantamiento esta señal?,A.A los camiones de más de 3.500 kg. de M.M.A.,"B.A todos los vehículos de motor, incluidos camiones.",C.A todos los camiones de menos de 3.500 kg. de M.M.A.,a
https://revista.dgt.es/Galerias/test/N-243/Test-243-Preg-03-BICICLETAS-NORAUTO-12.jpg,"3. Si circula con un turismo en el que sobresale la carga por su parte trasera, ¿está obligado a colocar la señal de la imagen?","A.No, porque un turismo no transporta exclusivamente mercancías.",B.Solo se colocará cuando la carga sobresalga por la parte delantera.,C.Sí; deberá colocarse en la parte posterior de la carga.,c
https://revista.dgt.es/Galerias/test/N-243/Test-243-Preg-04-Chaleco.jpg,4. El conductor de un turismo utilizará un chaleco reflectante de alta visibilidad cuando salga del vehículo y ocupe...,A.La calzada o el arcén de las vías interurbanas.,"B.La calzada de las vías interurbanas, pero no cuando ocupe el arcén.","C.La calzada o el arcén de todo tipo de vías, tanto urbanas como interurbanas.",a
https://revista.dgt.es/Galerias/test/N-243/Test-243-Preg-5-presion-neumaticos.jpg,"5. Para comprobar la presión de inflado, ¿cómo deben estar los neumáticos?",A.Fríos.,B.Calientes.,"C.Fríos o calientes, es igual.",a
https://revista.dgt.es/Galerias/test/N-243/Test-243-Preg-6-Autopista.jpg,"6. En una autopista con tres carriles para cada sentido, ¿por cuál se debe circular normalmente?",A.Por cualquiera de ellos.,"B.Por el central o el derecho, es indistinto.",C.Por el derecho.,c
https://revista.dgt.es/Galerias/test/N-243/Test-243-Preg-7-Accidente-y-seguro.jpg,7. ¿Cuáles son los daños no cubiertos por el seguro obligatorio al causante de un accidente?,A.Los daños personales que sufran los ocupantes del vehículo causante del accidente.,B.Los daños personales que sufra el conductor responsable.,C.Los daños que se produzcan en el vehículo contrario.,b
https://revista.dgt.es/Galerias/test/N-243/Test-243-Preg-8.jpg,"8. En el carril de circulación de la derecha, ¿se puede estacionar?","A.Sí, porque es una vía con poca circulación.","B.No, porque lo prohíbe la marca vial.","C.No, porque hay acera.",b
https://revista.dgt.es/Galerias/test/N-243/Test-243-Preg-9-P-4.jpg,9. La señal indica que se aproxima...,A.A una intersección en la que tengo prioridad.,B.A una intersección en la que tienen preferencia los vehículos que entran por la derecha.,C.A una intersección con circulación giratoria.,c
https://revista.dgt.es/Galerias/test/N-243/Test-243-Preg-10.jpg,"10. Las señales realizadas con el brazo por los conductores, ¿son válidas?",A.Solo cuando se vean bien.,B.Solo cuando se utilicen de día.,C.Solo cuando se utilicen en poblado.,a
https://revista.dgt.es/Galerias/test/N-243/Test-243-Preg-11-Ampliada.jpg,11. ¿Está obligado a circular a una velocidad adecuada si las condiciones meteorológicas o ambientales son adversas?,"A.Sí, y si fuera preciso, debe detenerse sin riesgo para la circulación.","B.Sí, siempre que se circule por vías de sentido único.","C.No, si el vehículo dispone de todos los sistemas de seguridad más avanzados.",a
https://revista.dgt.es/Galerias/test/N-243/Test-243-Preg-11-m224.jpg,"12. Encender el intermitente, ¿da preferencia siempre para hacer maniobras?","A.Sí, porque he avisado.",B.No.,"C.Sí, pero debo hacer la maniobra rápidamente.",b
https://revista.dgt.es/Galerias/test/N-243/Test-243-Preg-12-Adelantar-dcha.jpg,"13. En carretera, ¿cuándo puede adelantar por la derecha?",A.Cuando esté libre el carril de la derecha.,B.Cuando el vehículo de delante vaya a girar a la izquierda y exista espacio libre en la calzada.,C.Cuando conduzca por una calzada con más de dos carriles.,b
https://revista.dgt.es/Galerias/test/N-243/Test-243-Preg-13-Para-en-arcen.jpg,"14. En esta vía interurbana, podrá parar su vehículo en la parte transitable del arcén...",A.Para subir o bajar personas.,"B.Para descargar objetos, siempre que la parada dure menos de 2 minutos.",C.Por razones de emergencia.,c
https://revista.dgt.es/Galerias/test/N-243/Test-243-Preg-14-Alberto-Espada-Movil-Ipad-13.jpg,"15. Mientras conduce, ¿qué teléfonos está permitido utilizar?",A.Los sistemas de “manos libres”.,B.Los sistemas con auriculares.,C.Están permitidos todos los sistemas.,a
https://revista.dgt.es/Galerias/test/N-244/Test244-P1.jpg,"1. En las autovías, ¿cuál es la velocidad mínima permitida para turismos?",A.40 km/h,B.50 km/h,C.60 km/h,c
https://revista.dgt.es/Galerias/test/N-244/Test244-P2.jpg,"2. Al poner en marcha un motor de gasolina, es conveniente...",A.Acelerar en vacío para que se caliente cuanto antes.,B.Iniciar la marcha inmediatamente después de arrancar el motor.,C.Esperar unos minutos antes de iniciar la marcha para que el motor se caliente.,b
https://revista.dgt.es/Galerias/test/N-244/Test244-P3.jpg,3. La cinta abdominal del cinturón de seguridad debe colocarse sobre...,A.Los huesos de la cadera,B.Los muslos,C.El abdomen,a
https://revista.dgt.es/Galerias/test/N-244/Test244-P4.jpg,"4. En una intersección señalizada en la que se encuentra un agente regulando el tráfico, ¿qué debe hacer?",A.Obedecer las señales del agente.,B.Obedecer las señales de tráfico que regulan la prioridad.,C.Aplicar las normas generales de prioridad de paso de los vehículos que se acerquen por la derecha.,a
https://revista.dgt.es/Galerias/test/N-244/Test244-P5.jpg,"5. Como norma general, ¿qué vehículo tendrá preferencia de paso en este estrechamiento cuando la prioridad no esté expresamente señalizada?",A.El vehículo que haya entrado primero al estrechamiento.,"B.La motocicleta, porque tiene menos dificultad de maniobra.",C.El vehículo que tenga que dar marcha atrás mayor distancia.,a
https://revista.dgt.es/Galerias/test/N-244/Test244-P6.jpg,6. ¿Cómo debe sentarse el pasajero de una motocicleta?,"A.De cualquier forma, siempre que vaya cómodo.",B.A horcajadas y con los pies apoyados en los reposapiés laterales.,C.A horcajadas entre la persona que conduce y el manillar de dirección.,b
https://revista.dgt.es/Galerias/test/N-244/Test244-P7.jpg,7. Los agentes de la autoridad encargados de la vigilancia del tráfico podrán inmovilizar un vehículo cuando...,"A.Supere los niveles de gases, humos y ruidos permitidos reglamentariamente.",B.Su conductor no disponga del permiso de circulación original.,C.Su conductor sea sancionado dos veces en el mismo día.,a
https://revista.dgt.es/Galerias/test/N-244/Test244-P8.jpg,"8. Como norma general, una motocicleta, ¿puede circular por el arcén?","A.No, debe circular por la calzada.","B.Sí, pero no puede hacerlo en paralelo con otros vehículos.","C.Sí, pero solo si su cilindrada es igual o inferior a 125 c.c.",a
https://revista.dgt.es/Galerias/test/N-244/Test244-P9.jpg,9. ¿Puede el conductor reducir la probabilidad de accidente debida al “factor vía”?,"A.Sí, adaptando su conducción a las condiciones del medio.","B.No, porque no puede actuar sobre la vía ni sobre el entorno.","C.Sí, si su vehículo cuenta con los últimos avances de seguridad.",a
https://revista.dgt.es/Galerias/test/N-244/Test244-P10.jpg,"10. Circular por debajo del límite máximo de velocidad, ¿puede causar accidentes?","A.Sí, cuando la velocidad no se adapte a las circunstancias del tráfico.","B.No, sólo se pueden causar accidentes circulando por encima de ese límite.",C.No.,a
https://revista.dgt.es/Galerias/test/N-244/Test244-P11.jpg,"11. Para transportar una mascota, salvo que exista en el vehículo un lugar destinado para su transporte, debe estar...",A.Controlada obligatoriamente por un pasajero.,B.Situada obligatoriamente en los asientos traseros y con el cinturón de seguridad del vehículo.,C.Sujeta de forma que no interfiera en el conductor para evitar perder el control del vehículo.,c
https://revista.dgt.es/Galerias/test/N-244/Test244-P12.jpg,"12. Cuando se consume alcohol, ¿se producen alteraciones en la visión?","A.Sí, puede aparecer la visión túnel.","B.No, solamente afecta a la capacidad motora.","C.Sí, pero solamente con tasas de alcohol por encima de las permitidas.",a
https://revista.dgt.es/Galerias/test/N-244/Test244-P13.jpg,"13. Si presencia un accidente de circulación, ¿tiene obligación de avisar a la Autoridad o a sus agentes si solo hay heridos leves y la seguridad de la circulación está restablecida?","A.No, salvo que alguna de las personas implicadas en el accidente lo solicite.","B.Sí, siempre.","C.No, en ningún caso.",a
https://revista.dgt.es/Galerias/test/N-244/Test244-P14.jpg,14. Bajo los efectos del estrés la conducción se vuelve...,A.Menos temeraria.,B.Más temeraria.,C.Más segura.,b
https://revista.dgt.es/Galerias/test/N-244/Test244-P15.jpg,15. El impacto económico de los accidentes de tráfico afecta a...,"A.todos los ciudadanos, directa o indirectamente.",B.los conductores que tienen un accidente al pagar el seguro de su vehículo.,C.las compañías aseguradoras en exclusiva.,a
https://revista.dgt.es/Galerias/test/N-245/P1-250x226.jpg,1. El inflado correcto de los neumáticos es...,A.El superior al recomendado en un 10%.,B.El adecuado a los amortiguadores que lleve el coche.,C.El recomendado por el fabricante en cada caso.,c
https://revista.dgt.es/Galerias/test/N-245/P2-250x226.jpg,2. La señalización vertical prevalece sobre...,A.Los semáforos.,B.La señalización horizontal.,C.Las señales de balizamiento.,b
https://revista.dgt.es/Galerias/test/N-245/Carril-adicional-250x226.jpg,3. El conductor del vehículo que utiliza el carril adicional...,"A.Circulará, como máximo, a 100 km/h.",B.Deberá abandonar la vía en cuanto le sea posible.,"C.Llevará encendida, al menos, la luz de cruce.",c
https://revista.dgt.es/Galerias/test/N-245/P4-P-9a-250x226.jpg,4. Esta señal indica la proximidad de...,A.Un cruce con una línea de tranvía.,"B.Un paso a nivel, puente móvil o muelle.",C.Un cruce sin prioridad.,b
https://revista.dgt.es/Galerias/test/N-245/P5-250x226.jpg,5. En condiciones de niebla espesa deberá...,A.Llevar encendida la luz antiniebla delantera solamente.,B.Moderar la velocidad.,C.Circular por el arcén.,b
https://revista.dgt.es/Galerias/test/N-245/P6-250x226.jpg,"6. Si la antigüedad de su primer permiso de conducción es menor de 2 años, la tasa máxima de alcohol permitida para poder conducir es de...","A.0,25 miligramos de alcohol por litro de aire espirado.","B.0,15 miligramos de alcohol por litro de aire espirado.","C.0,3 miligramos de alcohol por litro de aire espirado.",b
https://revista.dgt.es/Galerias/test/N-245/P7-Laboral-250x226.jpg,"7. Una vez inmovilizado el vehículo, los usuarios deberán entrar o salir...","A.Por cualquier lado del vehículo, tomando las debidas precauciones.","B.Por el lado más próximo a la acera o al arcén, como norma general.","C.Por el lado del conductor, siempre.",b
https://revista.dgt.es/Galerias/test/N-245/P8-CONDUCTORES-Y-SUENO-250x226.jpg,"8. Para evitar o retrasar la aparición de la fatiga, es aconsejable que el conductor...",A.Circule a menor velocidad para disminuir los efectos de la fatiga.,B.Mantenga el interior del vehículo a una temperatura superior a 25 grados.,C.Mantenga bien ventilado el interior del vehículo.,c
https://revista.dgt.es/Galerias/test/N-245/P9-S-16-250x226.jpg,9. ¿Qué indica la señal?,A.Salida de la autopista o autovía.,B.Zona para detener un vehículo en caso de fallo de los frenos.,C.Salida a la derecha con bandas sonoras.,b
https://revista.dgt.es/Galerias/test/N-245/P10-y-12-250x226.jpg,10. El conductor del vehículo blanco quiere volver rápidamente al carril derecho porque ve un peligro. ¿Qué debe hacer el conductor del vehículo verde?,A.Aumentar la velocidad para que desista de realizar la maniobra.,"B.Nada, porque no tiene ninguna obligación.",C.Reducir la velocidad para facilitarle el retorno al carril.,c
https://revista.dgt.es/Galerias/test/N-245/Ampliada-250x226.jpg,"11. En una calzada con nieve, ¿el uso brusco e inadecuado de los frenos puede ser causa de derrape?","A.Sí, si se frena bruscamente, los neumáticos pueden perder la adherencia sobre el pavimento.","B.No, si las ruedas están perfectamente alineadas y equilibradas.","C.No, si los neumáticos tienen la presión de inflado recomendada.",a
https://revista.dgt.es/Galerias/test/N-246/P1-n246-250x226.jpg,1. Al cargar combustible es obligatorio...,A.parar el motor y apagar las luces del vehículo.,B.parar el motor y encender la señal de emergencia.,C.parar el motor y subir las ventanillas del vehículo.,a
https://revista.dgt.es/Galerias/test/N-246/P2-n246-250x226.jpg,"2. Una motocicleta, ¿puede utilizar normalmente un carril VAO?",A.Sí.,"B.No, solo pueden utilizarlo turismos.","C.Sí, pero siempre que en dicho carril no exista tráfico.",a
https://revista.dgt.es/Galerias/test/N-246/P3-n246-250x226.jpg,"3. ¿Cuál es la edad mínima para viajar como acompañante en una motocicleta conducida por alguien distinto a los padres o al tutor del menor, o por una persona mayor de edad autorizada?",A.7 años.,B.12 años.,C.14 años.,b
https://revista.dgt.es/Galerias/test/N-246/P4-n246-250x226.jpg,"4. Si mientras conducimos tenemos una fuerte discusión y nos alteramos, es recomendable...",A.Acelerar y procurar llegar lo antes posible a nuestro destino.,B.Parar en lugar permitido y no continuar la marcha hasta sentirnos más tranquilos.,C.Tomar un medicamento relajante.,b
https://revista.dgt.es/Galerias/test/N-246/P5-n246-250x226.jpg,5. ¿Cuándo está prohibido adelantar en los túneles?,A.Cuando solo existe un carril para cada sentido.,B.Cuando existe más de un carril para cada sentido.,C.Cuando el túnel no está iluminado.,a
https://revista.dgt.es/Galerias/test/N-246/P6-n246-250x226.jpg,"6. Al cruzar un arcén por el que circulan peatones en una zona en la que no existe zona peatonal, ¿qué debe hacer?","A.Ceder el paso a los peatones, pues tienen preferencia.",B.Avisar a los peatones de su presencia con señales acústicas.,"C.Continuar circulando, ya que tiene preferencia de paso.",a
https://revista.dgt.es/Galerias/test/N-246/-P-7-n246-250x226.jpg,"7. En esta zona con línea amarilla en zig-zag, ¿qué está prohibido?",A.Estacionar.,B.Parar.,C.Parar y estacionar.,a
https://revista.dgt.es/Galerias/test/N-246/P8-n246-250x226.jpg,"8. Este vehículo está inmovilizado por avería. Su conductor, ¿debe advertir de su presencia a los demás usuarios de la vía?",A.No; solo están obligados los conductores de camiones y autobuses.,"B.Fuera de poblado sí es obligatorio, siendo opcional en vías urbanas.","C.Sí, y se emplearán los triángulos de preseñalización de peligro.",c
https://revista.dgt.es/Galerias/test/N-246/P9-n246-250x226.jpg,9. ¿Cuál es la sanción por no tener el seguro obligatorio del vehículo?,"A.Una multa, pero sin inmovilización del vehículo.","B.Una multa, y además se podrá inmovilizar el vehículo.","C.La inmovilización del vehículo, pero no supone sanción económica.",b
https://revista.dgt.es/Galerias/test/N-246/P10-n246-250x226.jpg,"10. ¿Qué debe tener especialmente en cuenta para dejar con el vehículo de delante una distancia que le permita, en caso de frenada brusca, detenerse con seguridad?","A.La velocidad de circulación, únicamente.",B.La velocidad y las condiciones de adherencia y frenado.,C.Las condiciones climatológicas y el tipo de vehículo que nos sigue.,b
https://revista.dgt.es/Galerias/test/N-246/P-11-n246-250x226-2.jpg,"11. Todo peatón que circule por el arcén de una vía fuera de poblado, entre el ocaso y la salida del sol, ¿debe ir provisto de un elemento luminoso o retrorreflectante?","A.No, si circula lo más próximo posible al borde de la calzada.","B.Sí, para hacerse visible a una distancia mínima de 150 metros por los conductores que se le aproximen.","C.Sí, pero solamente debe llevarlo puesto cuando existan condiciones meteorológicas que disminuyan sensiblemente la visibilidad.",b
https://revista.dgt.es/Galerias/test/N-246/P11-n246-250x226.jpg,12. En un semáforo se apaga la luz verde y se enciende la luz amarilla fija; ¿puede pasar?,"A.Sí, en todo caso.","B.Sí, porque todavía no ha cambiado la luz a rojo.","C.No, excepto si no puede detenerse en condiciones de seguridad suficiente.",c
https://revista.dgt.es/Galerias/test/N-246/P-13-n246-250x226.jpg,"13. Para girar a la izquierda en una vía en la que no hay marca que separe los dos sentidos de circulación, ¿dónde debe situarse?","A.Obligatoriamente en el arcén, para realizar la maniobra desde allí.","B.En el centro de la calzada, invadiendo parte del sentido contrario si es preciso.","C.Junto al eje de la calzada, sin invadir el sentido contrario.",c
https://revista.dgt.es/Galerias/test/N-246/P-14-n246-250x226.jpg,"14. En un carril bus, ¿puede un turismo realizar una parada?",A.Solo cuando no obstaculice la circulación de autobuses.,"B.Sí, en todo caso.",C.No.,c
https://revista.dgt.es/Galerias/test/N-246/P14-n246-250x226.jpg,15. El uso adecuado del casco implica que la correa de sujeción...,A.no debe abrocharse.,"B.debe llevarse correctamente abrochada, para que el casco cumpla eficazmente su función.",C.puede llevarse desabrochada en vía urbana.,b
https://revista.dgt.es/Galerias/test/N-247/P1-iluminacion-250x226.jpg,"1. Si debido a una emergencia, un conductor se ve obligado a inmovilizar su vehículo en una autopista, ¿puede hacerlo en la mediana?","A.No, en ningún caso se debe dejar inmovilizado el vehículo en la mediana.",B.Solo si fuera preciso y de forma excepcional para no obstaculizar la circulación.,C.No; siempre se debe dejar inmovilizado el vehículo en el arcén derecho,b
https://revista.dgt.es/Galerias/test/N-247/P2-250x226.jpg,2. ¿Qué puede aumentar la distancia de frenado?,A.Únicamente la velocidad.,B.Que el vehículo lleve frenos de disco.,C.Que haya nieve o hielo en la calzada.,c
https://revista.dgt.es/Galerias/test/N-247/P3-250x226.jpg,"3. En un automóvil, ¿cuál de los siguientes elementos reduce el riesgo de lesiones de cuello en una colisión?",A.Los frenos ABS.,"B.El reposacabezas, ajustado de forma apropiada.",C.El cinturón de seguridad.,b
https://revista.dgt.es/Galerias/test/N-247/P4-250x226.jpg,4. Si los frenos se mojan...,"A.Pueden dejar de frenar, perdiendo temporalmente su eficacia.",B.Se estropean y deben cambiarse las zapatas o pastillas.,C.Se frena en menos espacio.,a
https://revista.dgt.es/Galerias/test/N-247/P5-250x226.jpg,"5. En un accidente entre dos vehículos, ¿qué tipo de daños cubre el seguro de responsabilidad civil de suscripción obligatoria?",A.Solamente los daños materiales.,B.Los daños personales y los materiales del vehículo no causante del accidente.,C.Solamente los daños personales.,b
https://revista.dgt.es/Galerias/test/N-247/P6-250x226.jpg,"6. En las isletas de canalización del tráfico situadas en la calzada, ¿se puede parar o estacionar?",A.Se puede parar.,B.Se puede estacionar.,C.No se puede parar ni estacionar.,c
https://revista.dgt.es/Galerias/test/N-247/P7-IMG_0116-250x226.jpg,"7. Los vehículos prioritarios, ¿tienen prioridad de paso sobre el resto de los usuarios de la vía?","A.Sí, siempre.","B.No, nunca.",C.Solo cuando circulen en servicio de urgencia.,c
https://revista.dgt.es/Galerias/test/N-247/P8-250x226.jpg,"8. Las malas condiciones meteorológicas, como lluvia, viento o hielo, ¿aumentan la probabilidad de sufrir un accidente con una motocicleta?",A.No; el mal tiempo no influye en la conducción de motocicletas.,B.Sí; es más probable que el motorista se caiga si hace movimientos bruscos.,"C.Sí, pero solo si el conductor no lleva el equipamiento adecuado.",b
https://revista.dgt.es/Galerias/test/N-247/P9-250x226.jpg,"9. Como norma general, en vías urbanas, ¿cual es la velocidad máxima permitida para motocicletas?",A.50 km/h.,B.60 km/h.,C.45 km/h.,a
https://revista.dgt.es/Galerias/test/N-247/P10-250x226.jpg,"10. El medio ambiente, ¿se ve afectado por los accidentes de tráfico?",A.No.,B.Sí.,C.Únicamente en vía interurbana.,b
https://revista.dgt.es/Galerias/test/N-247/11-250x226.jpg,11. Las altas temperaturas pueden suponer un riesgo para la seguridad durante la conducción. ¿Debe circular adoptando medidas preventivas?,"A.Sí, por lo que debe conducir durante la noche, ya que la temperatura al ser inferior permite al conductor un tiempo de reacción mayor.","B.Sí, el conductor debe extremar las precauciones y realizar los descansos y paradas recomendadods, para evitar la fatiga y el sueño.","C.No, siempre que en el interior del vehículo no se alcancen temperaturas superiores a 20 grados.",b
https://revista.dgt.es/Galerias/test/N-247/P11-drogas250x226.jpg,12. Conducir bajo los efectos de algunas drogas puede producir en el conductor...,A.Una percepción mayor del campo visual.,B.Un nivel de alerta mayor.,C.Ilusiones ópticas.,c
https://revista.dgt.es/Galerias/test/N-247/P12-COCHERA-250x226-.jpg,13. Muchos atropellos a peatones se producen cuando los vehículos...,A.Circulan marcha atrás porque el conductor no ha visto al peatón.,B.Se disponen a entrar en un garaje.,C.Estacionan en la acera.,a
https://revista.dgt.es/Galerias/test/N-247/P13-250x226.jpg,"14. Fumar, mientras conduce, puede provocar...",A.Distracciones y problemas de visión a causa del humo,B.Un aumento de la capacidad de atención.,C.Somnolencia.,a
